tp_code,centre_code,centre_name,organisation_code,organisation_description,service_model,centre_contact_no,centre_email_address,centre_address,postal_code,centre_website,infant_vacancy_current_month,infant_vacancy_next_month,infant_vacancy_third_month,infant_vacancy_fourth_month,infant_vacancy_fifth_month,infant_vacancy_sixth_month,infant_vacancy_seventh_month,pg_vacancy_current_month,pg_vacancy_next_month,pg_vacancy_third_month,pg_vacancy_fourth_month,pg_vacancy_fifth_month,pg_vacancy_sixth_month,pg_vacancy_seventh_month,n1_vacancy_current_month,n1_vacancy_next_month,n1_vacancy_third_month,n1_vacancy_fourth_month,n1_vacancy_fifth_month,n1_vacancy_sixth_month,n1_vacancy_seventh_month,n2_vacancy_current_month,n2_vacancy_next_month,n2_vacancy_third_month,n2_vacancy_fourth_month,n2_vacancy_fifth_month,n2_vacancy_sixth_month,n2_vacancy_seventh_month,k1_vacancy_current_month,k1_vacancy_next_month,k1_vacancy_third_month,k1_vacancy_fourth_month,k1_vacancy_fifth_month,k1_vacancy_sixth_month,k1_vacancy_seventh_month,k2_vacancy_current_month,k2_vacancy_next_month,k2_vacancy_third_month,k2_vacancy_fourth_month,k2_vacancy_fifth_month,k2_vacancy_sixth_month,k2_vacancy_seventh_month,food_offered,second_languages_offered,spark_certified,weekday_full_day,saturday,scheme_type,extended_operating_hours,provision_of_transport,government_subsidy,gst_regisration,last_updated,remarks,contactno_lifesg,emailaddress_lifesg,website_lifesg
na,ST0298,PCF Sparkletots Preschool @ Yuhua Blk 251 (KN),ST,PCF Sparkletots Preschool Limited,KN,65656401,YH.KN.251@pcf.org.sg,"251,Jurong East Street 24,#01-110,600251",600251,www.pcf.org.sg/sparkletots/,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,na,Chinese|Malay|Tamil,No,08:00-17:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-06-23,na,64853300,email@pcf.org.sg,www.pcf.org.sg/sparkletots/
na,ST0051,PCF SPARKLETOTS PRESCHOOL @ YUHUA BLK 264 (CC),ST,PCF Sparkletots Preschool Limited,CC,65632427,YH.CC.264@pcf.org.sg,"264,JURONG EAST STREET 24,#01-523,600264",600264,www.pcf.org.sg/sparkletots/,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Full,Full,Full,Full,Full,Full,Available,Available,Available,Available,Available,Available,Available,Available,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-06-23,na,64853300,email@pcf.org.sg,www.pcf.org.sg/sparkletots/
na,ST0061,PCF SPARKLETOTS PRESCHOOL @ YUHUA BLK 108 (CC),ST,PCF Sparkletots Preschool Limited,CC,65620866,YH.CC.108@pcf.org.sg,"108,JURONG EAST STREET 13,#01-266,600108",600108,www.pcf.org.sg/sparkletots/,Full,Full,Full,Full,Full,Full,Limited,Available,Full,Full,Full,Full,Full,Available,Available,Available,Available,Full,Full,Full,Limited,Available,Available,Available,Full,Full,Full,Available,Full,Full,Full,Full,Full,Full,Available,Available,Available,Available,Full,Full,Full,Limited,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-06-23,na,64853300,email@pcf.org.sg,www.pcf.org.sg/sparkletots/
na,ST0106,PCF SPARKLETOTS PRESCHOOL @ ULU PANDAN BLK 15 (CC),ST,PCF Sparkletots Preschool Limited,CC,67625650,UP.CC.15@pcf.org.sg,"15,GHIM MOH ROAD,#01-25,270015",270015,www.pcf.org.sg/sparkletots/,Available,Available,Available,Available,Available,Available,Available,Full,Full,Limited,Limited,Available,Available,Available,Full,Full,Full,Limited,Limited,Available,Full,Full,Limited,Limited,Limited,Limited,Available,Limited,Limited,Limited,Limited,Limited,Limited,Full,Limited,Full,Full,Full,Full,Full,Available,Limited,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-06-23,na,64853300,email@pcf.org.sg,www.pcf.org.sg/sparkletots/
na,ST0191,PCF SPARKLETOTS PRESCHOOL @ ULU PANDAN BLK 24 (DS),ST,PCF Sparkletots Preschool Limited,DS,65702996,UP.DS.24@pcf.org.sg,"24,Ghim Moh Link,#03-01,270024",270024,www.pcf.org.sg/sparkletots/,Full,Full,Full,Full,Full,Full,Limited,Full,Full,Full,Full,Full,Full,Limited,Full,Full,Full,Full,Full,Full,Limited,Full,Full,Full,Full,Full,Full,Limited,Full,Full,Full,Full,Full,Full,Limited,Full,Full,Full,Full,Full,Full,Limited,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay|Tamil,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-06-23,na,64853300,email@pcf.org.sg,www.pcf.org.sg/sparkletots/
na,ST0165,PCF Sparkletots Preschool @ Tampines West Blk 151 (EY),ST,PCF Sparkletots Preschool Limited,EYC-DS,67856155,TW.EY.151@pcf.org.sg,"151,TAMPINES STREET 12,#01-26,521151",521151,www.pcf.org.sg/sparkletots/,Limited,Full,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Available,Limited,Limited,Limited,Limited,Limited,Limited,Available,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-06-23,na,64853300,email@pcf.org.sg,www.pcf.org.sg/sparkletots/
na,ST0115,PCF SPARKLETOTS PRESCHOOL @ HENDERSON-DAWSON BLK 59 (CC),ST,PCF Sparkletots Preschool Limited,CC,64795402,TR.CC.59@pcf.org.sg,"59,STRATHMORE AVENUE,#01-93,142059",142059,www.pcf.org.sg/sparkletots/,Available,Available,Available,Available,Available,Available,Available,Limited,Limited,Limited,Limited,Limited,Limited,Available,Limited,Limited,Limited,Limited,Limited,Limited,Available,Full,Full,Full,Full,Full,Full,Available,Limited,Limited,Limited,Limited,Limited,Limited,Available,Full,Full,Full,Full,Full,Full,Available,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-06-23,na,64853300,email@pcf.org.sg,www.pcf.org.sg/sparkletots/
TP1186,ST0210,PCF Sparkletots Preschool @ Tanjong Pagar-Tiong Bahru Blk 1E (DS),ST,PCF Sparkletots Preschool Limited,DS,66348341,TG.DS.1E@pcf.org.sg,"1E,Cantoment Road,#03-49,085501",085501,www.pcf.org.sg/sparkletots/,Limited,Limited,Limited,Limited,Limited,Limited,Available,Limited,Limited,Limited,Limited,Limited,Limited,Available,Limited,Limited,Limited,Limited,Limited,Available,Available,Available,Available,Available,Available,Available,Available,Limited,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,na,Chinese,No,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-06-23,na,64853300,email@pcf.org.sg,www.pcf.org.sg/sparkletots/
na,ST0362,PCF Sparkletots Preschool @ Tampines Central Blk 868A (KN),ST,PCF Sparkletots Preschool Limited,KN,63416820,TC.KN.868A@pcf.org.sg,"868A,TAMPINES AVENUE 8,#01-534,TAMPINES GREENWOOD,521868",521868,www.pcf.org.sg/sparkletots/,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Limited,Limited,Limited,Available,Limited,Limited,Limited,Available,Available,Available,Limited,Limited,Limited,Limited,Available,Available,Available,Available,Limited,Limited,Limited,Limited,Limited,Limited,Available,Available,Available,Available,Available,Available,Available,Limited,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay|Tamil,Yes,08:00-17:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-06-23,na,64853300,email@pcf.org.sg,www.pcf.org.sg/sparkletots/
na,ST0408,PCF Sparkletots Preschool @ Tampines Central Blk 878 (CC),ST,PCF Sparkletots Preschool Limited,CC,67858586,TC.CC.878@pcf.org.sg,"878,TAMPINES AVENUE 8,#01-308,520878",520878,www.pcf.org.sg/sparkletots/,Available,Available,Available,Available,Available,Available,Limited,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Full,Full,Full,Full,Full,Full,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Vegetarian,Chinese,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,No,2026-06-23,na,64853300,email@pcf.org.sg,www.pcf.org.sg/sparkletots/
na,ST0266,PCF Sparkletots Preschool @ Tampines Central Blk 856 (KN),ST,PCF Sparkletots Preschool Limited,KN,67894598,TC.KN.856@pcf.org.sg,"856,Tampines Street 82,#01-279,520856",520856,www.pcf.org.sg/sparkletots/,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Full,Full,Full,Full,Full,Full,Available,Full,Full,Full,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Available,Available,Available,Available,Available,Available,Limited,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay|Tamil,Yes,08:00-17:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-06-23,na,64853300,email@pcf.org.sg,www.pcf.org.sg/sparkletots/
na,ST0286,PCF Sparkletots Preschool @ Serangoon Blk 226 (KN),ST,PCF Sparkletots Preschool Limited,KN,62846683,SN.KN.226@pcf.org.sg,"226,Serangoon Avenue 4,#01-149,550226",550226,www.pcf.org.sg/sparkletots/,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Limited,Limited,Limited,Limited,Limited,Limited,Available,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Available,Limited,Limited,Limited,Limited,Limited,Limited,Available,Limited,Limited,Limited,Limited,Limited,Limited,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay|Tamil,Yes,08:00-17:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-06-23,na,64853300,email@pcf.org.sg,www.pcf.org.sg/sparkletots/
na,ST0216,PCF Sparkletots Preschool @ Queenstown Blk 3 (KN),ST,PCF Sparkletots Preschool Limited,KN,62720556,QT.KN.3@pcf.org.sg,"3,Jalan Bukit Merah,#01-5118,150003",150003,www.pcf.org.sg/sparkletots/,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Available,Available,Full,Full,Limited,Full,Full,Full,Available,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,na,Chinese|Malay|Tamil,Yes,08:00-17:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-06-23,na,64853300,email@pcf.org.sg,www.pcf.org.sg/sparkletots/
na,ST0395,PCF Sparkletots Preschool @ Queenstown Blk 30A (CC),ST,PCF Sparkletots Preschool Limited,CC,60180207,QT.CC.30A@pcf.org.sg,"30A,MARGARET DRIVE,#02-01,SKYRESIDENCE @ DAWSON,142030",142030,www.pcf.org.sg/sparkletots/,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Limited,Limited,Limited,Limited,Limited,Limited,Available,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-06-23,na,64853300,email@pcf.org.sg,www.pcf.org.sg/sparkletots/
na,ST0092,PCF SPARKLETOTS PRESCHOOL @ QUEENSTOWN BLK 145 (CC),ST,PCF Sparkletots Preschool Limited,CC,64716606,QT.CC.145@pcf.org.sg,"145,MEI LING STREET,#01-137,140145",140145,www.pcf.org.sg/sparkletots/,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Limited,Limited,Limited,Limited,Available,Available,Available,Limited,Limited,Limited,Limited,Available,Available,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-06-23,na,64853300,email@pcf.org.sg,www.pcf.org.sg/sparkletots/
na,ST0013,PCF Sparkletots Preschool @ Pasir Ris West Blk 650 (EY),ST,PCF Sparkletots Preschool Limited,EYC-DS,65853071,PW.EY.650@pcf.org.sg,"650,PASIR RIS DRIVE 10,#01-66,510650",510650,www.pcf.org.sg/sparkletots/,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Pork No Lard with Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-06-23,na,64853300,email@pcf.org.sg,www.pcf.org.sg/sparkletots/
na,ST0400,PCF Sparkletots Preschool @ Buangkok-Fernvale South Blk 401 (EY),ST,PCF Sparkletots Preschool Limited,EYC-DS,68026775,PT.EY.401@pcf.org.sg,"401,FERNVALE LANE,#01-01,FERNVALE DEW,790401",790401,www.pcf.org.sg/sparkletots/,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese,No,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-06-23,na,64853300,email@pcf.org.sg,www.pcf.org.sg/sparkletots/
na,ST0375,PCF Sparkletots Preschool @ Buangkok-Fernvale South Blk 999 (DS),ST,PCF Sparkletots Preschool Limited,DS,69685760,PT.DS.999@pcf.org.sg,"999,BUANGKOK CRESCENT,#02-01,530999",530999,www.pcf.org.sg/sparkletots/,Available,Limited,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Limited,Limited,Limited,Limited,Limited,Limited,Available,Full,Full,Full,Full,Full,Full,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Full,Full,Full,Full,Full,Full,Limited,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay|Tamil,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-06-23,na,64853300,email@pcf.org.sg,www.pcf.org.sg/sparkletots/
na,ST0361,PCF Sparkletots Preschool @ Buangkok-Fernvale South Blk 987C (DS),ST,PCF Sparkletots Preschool Limited,DS,66363655,PT.DS.987C@pcf.org.sg,"987C,Buangkok Green,#01-57,533987",533987,www.pcf.org.sg/sparkletots/,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Limited,Limited,Limited,Limited,Limited,Limited,Available,Available,Available,Available,Available,Available,Available,Available,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay|Tamil,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-06-23,na,64853300,email@pcf.org.sg,www.pcf.org.sg/sparkletots/
TP0638,ST0269,PCF Sparkletots Preschool @ Paya Lebar Blk 125 (DS),ST,PCF Sparkletots Preschool Limited,DS,64870285,PL.DS.125@pcf.org.sg,"125,Hougang Avenue 1,#01-1470,530125",530125,www.pcf.org.sg/sparkletots/,Available,Available,Available,Available,Available,Available,Available,Limited,Limited,Limited,Limited,Limited,Limited,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay|Tamil,No,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-06-23,na,64853300,email@pcf.org.sg,www.pcf.org.sg/sparkletots/
TP0637,ST0268,PCF Sparkletots Preschool @ Paya Lebar Blk 23 (CC),ST,PCF Sparkletots Preschool Limited,CC,62882522,PL.CC.23@pcf.org.sg,"23,Hougang Avenue 3,#01-303,530023",530023,www.pcf.org.sg/sparkletots/,Limited,Limited,Full,Full,Full,Full,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Available,Full,Full,Full,Full,Full,Full,Available,Limited,Limited,Limited,Limited,Limited,Limited,Available,Full,Full,Full,Full,Full,Full,Available,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay|Tamil,No,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-06-23,na,64853300,email@pcf.org.sg,www.pcf.org.sg/sparkletots/
na,ST0358,PCF Sparkletots Preschool @ Punggol Coast Blk 105D (DS),ST,PCF Sparkletots Preschool Limited,DS,63154294,PC.DS.105D@pcf.org.sg,"105D,Edgefield Plains,#01-59,824105",824105,www.pcf.org.sg/sparkletots/,Available,Available,Available,Available,Available,Available,Available,Limited,Limited,Limited,Limited,Limited,Limited,Available,Limited,Limited,Limited,Limited,Limited,Limited,Available,Limited,Limited,Limited,Limited,Limited,Limited,Available,Available,Available,Available,Available,Available,Available,Available,Full,Full,Full,Full,Full,Full,Limited,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay|Tamil,No,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-06-23,na,64853300,email@pcf.org.sg,www.pcf.org.sg/sparkletots/
na,ST0371,PCF Sparkletots Preschool @ Nee Soon Central Blk 671 (DS),ST,PCF Sparkletots Preschool Limited,DS,64813512,NC.DS.671@pcf.org.sg,"671,Yishun Avenue 4,#01-01,760671",760671,www.pcf.org.sg/sparkletots/,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Full,Full,Full,Full,Full,Full,Available,Full,Full,Full,Full,Full,Full,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,Limited,No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources),Chinese|Malay|Tamil,Yes,07:00-19:00,na,Anchor Operator Scheme,No,No,Yes,Yes,2026-06-23,na,64853300,email@pcf.org.sg,www.pcf.org.sg/sparkletots/
